December 2018 - November 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 125 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-199,"Pulaski County",66.31,121,16.5,49.81
KY-201,"Robertson County",55.62,119,11.56,44.06
KY-203,"Rockcastle County",63.33,120,14.06,49.27
KY-205,"Rowan County",56.2,116,11.25,44.95
KY-207,"Russell County",68.83,122,18.01,50.82
KY-209,"Scott County",59.78,121,15.78,44
KY-211,"Shelby County",64.02,121,18.52,45.5
KY-213,"Simpson County",64.13,121,15.23,48.9
KY-215,"Spencer County",64.53,122,17.96,46.57
KY-217,"Taylor County",59.12,114,9.66,49.46
KY-219,"Todd County",59.28,111,10.99,48.29
KY-221,"Trigg County",59.54,111,10.83,48.71
KY-223,"Trimble County",56.47,116,13.1,43.37
KY-225,"Union County",56.92,114,12.07,44.85
KY-227,"Warren County",63.6,121,14.56,49.04
KY-229,"Washington County",59.8,119,12.46,47.34
KY-231,"Wayne County",69.27,123,18.51,50.76
KY-233,"Webster County",62.09,122,16.8,45.29
KY-235,"Whitley County",68.38,124,18.24,50.14
KY-237,"Wolfe County",57.94,116,12.02,45.92
KY-239,"Woodford County",60.03,121,14.94,45.09
LA-001,"Acadia Parish",73.27,111,14.84,58.43
LA-003,"Allen Parish",74.85,112,15.98,58.87
LA-005,"Ascension Parish",67.98,92,7.41,60.57
LA-007,"Assumption Parish",62.37,71,1.12,61.25
LA-009,"Avoyelles Parish",65.26,100,7.73,57.53
LA-011,"Beauregard Parish",73.3,112,16.31,56.99
LA-013,"Bienville Parish",65.12,106,11.93,53.19
LA-015,"Bossier Parish",60.01,102,10.38,49.63
LA-017,"Caddo Parish",57.99,102,9.61,48.38
LA-019,"Calcasieu Parish",77.55,117,20.05,57.5
LA-021,"Caldwell Parish",67.92,107,13.42,54.5
LA-023,"Cameron Parish",71.83,112,14.93,56.9
LA-025,"Catahoula Parish",63.59,100,7.9,55.69
LA-027,"Claiborne Parish",70.26,118,17.99,52.27
LA-029,"Concordia Parish",64.77,103,8.51,56.26
LA-031,"De Soto Parish",59.63,102,9.65,49.98
LA-033,"East Baton Rouge Parish",70.57,99,10.19,60.38
LA-035,"East Carroll Parish",71.46,118,18.22,53.24
LA-037,"East Feliciana Parish",66.95,83,5.21,61.74
LA-039,"Evangeline Parish",71.66,109,12.72,58.94
LA-041,"Franklin Parish",66.86,111,12.85,54.01
LA-043,"Grant Parish",67.15,102,11.46,55.69
LA-045,"Iberia Parish",69.03,103,10.38,58.65
LA-047,"Iberville Parish",69.92,101,10.58,59.34
LA-049,"Jackson Parish",72.82,116,18.48,54.34
LA-051,"Jefferson Parish",65.4,83,3.91,61.49
LA-053,"Jefferson Davis Parish",75.08,114,16.45,58.63
LA-055,"Lafayette Parish",71.38,107,12.58,58.8
LA-057,"Lafourche Parish",58.7,50,-3.18,61.88
LA-059,"La Salle Parish",63.31,96,7.08,56.23
LA-061,"Lincoln Parish",74.03,120,20.95,53.08
LA-063,"Livingston Parish",75.17,110,13.32,61.85
LA-065,"Madison Parish",68.75,116,15.35,53.4
LA-067,"Morehouse Parish",72.55,120,19.3,53.25
LA-069,"Natchitoches Parish",69.54,114,16.58,52.96
LA-071,"Orleans Parish",68.48,93,7.6,60.88
LA-073,"Ouachita Parish",71.12,116,17.76,53.36
LA-075,"Plaquemines Parish",65.61,84,4.51,61.1
LA-077,"Pointe Coupee Parish",69.93,102,10.76,59.17
LA-079,"Rapides Parish",66.4,101,9.27,57.13
LA-081,"Red River Parish",62.48,107,11.34,51.14
LA-083,"Richland Parish",70.91,115,17.31,53.6
LA-085,"Sabine Parish",65.67,110,13.94,51.73
LA-087,"St. Bernard Parish",67.23,89,6.11,61.12
LA-089,"St. Charles Parish",64.87,75,3.35,61.52
LA-091,"St. Helena Parish",68.29,86,5.24,63.05
LA-093,"St. James Parish",59.91,60,-1.12,61.03
LA-095,"St. John the Baptist Parish",63.01,68,2.07,60.94
LA-097,"St. Landry Parish",70.45,109,11.52,58.93
LA-099,"St. Martin Parish",67.97,97,8.65,59.32
LA-101,"St. Mary Parish",64.67,82,4.61,60.06
LA-103,"St. Tammany Parish",67.07,86,5.56,61.51
LA-105,"Tangipahoa Parish",67.71,84,4.97,62.74
LA-107,"Tensas Parish",64.03,103,9.57,54.46
LA-109,"Terrebonne Parish",57.04,49,-4.84,61.88
LA-111,"Union Parish",73.94,124,21.22,52.72
LA-113,"Vermilion Parish",68.55,99,10.52,58.03
LA-115,"Vernon Parish",65.0,97,9.34,55.66
LA-117,"Washington Parish",68.57,84,6.34,62.23
LA-119,"Webster Parish",63.83,110,12.91,50.92
LA-121,"West Baton Rouge Parish",69.68,102,10.43,59.25
LA-123,"West Carroll Parish",73.53,120,20.26,53.27
LA-125,"West Feliciana Parish",67.56,95,7.71,59.85
LA-127,"Winn Parish",69.11,110,13.78,55.33
ME-001,"Androscoggin County",48.51,91,3.92,44.59
ME-003,"Aroostook County",45.34,114,7.37,37.97
ME-005,"Cumberland County",47.8,88,3.2,44.6
ME-007,"Franklin County",49.53,100,5.35,44.18
ME-009,"Hancock County",58.23,121,12.54,45.69
ME-011,"Kennebec County",48.36,97,5.48,42.88
ME-013,"Knox County",56.55,112,10.17,46.38
ME-015,"Lincoln County",52.42,106,7.83,44.59
ME-017,"Oxford County",50.02,105,6.26,43.76
ME-019,"Penobscot County",50.97,116,9.27,41.7
ME-021,"Piscataquis County",50.22,115,8.81,41.41
ME-023,"Sagadahoc County",49.97,100,5.5,44.47
ME-025,"Somerset County",48.96,112,7.75,41.21
ME-027,"Waldo County",53.34,111,8.61,44.73
ME-029,"Washington County",58.24,121,13.99,44.25
ME-031,"York County",45.18,65,0.71,44.47
MD-001,"Allegany County",42.92,107,5.41,37.51
MD-003,"Anne Arundel County",41.25,57,-1.2,42.45
MD-005,"Baltimore County",48.71,96,5.33,43.38
MD-009,"Calvert County",41.82,53,-1.12,42.94
MD-011,"Caroline County",38.3,24,-5.12,43.42
MD-013,"Carroll County",50.67,111,8.3,42.37
MD-015,"Cecil County",45.71,77,1.95,43.76
MD-017,"Charles County",42.69,65,0.48,42.21
MD-019,"Dorchester County",38.77,31,-4.74,43.51
MD-021,"Frederick County",50.74,113,8.9,41.84
MD-023,"Garrett County",48.87,93,3.45,45.42
MD-025,"Harford County",45.74,76,2.02,43.72
MD-027,"Howard County",46.92,94,4.44,42.48
MD-029,"Kent County",38.02,24,-4.82,42.84
MD-031,"Montgomery County",46.24,96,4.69,41.55
MD-033,"Prince George's County",44.59,82,2.31,42.28
MD-035,"Queen Anne's County",36.96,17,-6.04,43
MD-037,"St. Mary's County",41.32,52,-1.11,42.43
MD-039,"Somerset County",42.25,56,-0.45,42.7
MD-041,"Talbot County",37.76,24,-5.69,43.45
MD-043,"Washington County",47.41,114,8.28,39.13
MD-045,"Wicomico County",39.88,34,-3.79,43.67
MD-047,"Worcester County",43.05,56,-0.07,43.12
MD-510,"Baltimore City",46.75,90,3.89,42.86
MD-511,"Washington, D.C.",45.94,93,4.34,41.6
MA-001,"Barnstable County",53.34,114,9.81,43.53
MA-003,"Berkshire County",47.73,81,2.26,45.47
MA-005,"Bristol County",51.05,101,6.48,44.57
MA-007,"Dukes County",52.82,116,9.9,42.92
MA-009,"Essex County",45.11,80,2.35,42.76
MA-011,"Franklin County",47.66,81,2.68,44.98
MA-013,"Hampden County",49.68,87,3.34,46.34
MA-015,"Hampshire County",47.6,75,1.84,45.76
MA-017,"Middlesex County",47.66,94,4.25,43.41
MA-019,"Nantucket County",49.21,111,7.55,41.66
MA-021,"Norfolk County",52.13,103,7.16,44.97
MA-023,"Plymouth County",53.24,106,8.19,45.05
MA-025,"Suffolk County",49.75,101,5.46,44.29
MA-027,"Worcester County",50.95,101,6.46,44.49
MI-001,"Alcona County",34.61,116,5.95,28.66
MI-003,"Alger County",43.13,121,10.87,32.26
MI-005,"Allegan County",44.68,120,10.47,34.21
MI-007,"Alpena County",35.36,116,6.33,29.03
MI-009,"Antrim County",39.92,117,8.36,31.56
MI-011,"Arenac County",36.68,120,8.3,28.38
MI-013,"Baraga County",37.16,104,4.87,32.29
MI-015,"Barry County",44.52,125,11.35,33.17
MI-017,"Bay County",36.54,121,7.59,28.95
MI-019,"Benzie County",40.48,120,8.97,31.51
MI-021,"Berrien County",45.65,119,9.18,36.47
MI-023,"Branch County",43.61,119,9.18,34.43
MI-025,"Calhoun County",41.29,115,7.59,33.7
MI-027,"Cass County",44.9,117,8.96,35.94
MI-029,"Charlevoix County",39.01,118,8.22,30.79
MI-031,"Cheboygan County",34.92,117,6.16,28.76
MI-033,"Chippewa County",42.03,124,10.16,31.87
MI-035,"Clare County",40.23,124,10.63,29.6
MI-037,"Clinton County",40.9,122,10.13,30.77
MI-039,"Crawford County",37.77,119,7.27,30.5
MI-041,"Delta County",41.74,125,10.91,30.83
MI-043,"Dickinson County",33.85,103,4.14,29.71
MI-045,"Eaton County",41.88,122,10.08,31.8
MI-047,"Emmet County",36.64,115,6.87,29.77
MI-049,"Genesee County",40.33,122,10.27,30.06
MI-051,"Gladwin County",38.2,122,9.31,28.89
MI-053,"Gogebic County",39.87,113,7.14,32.73
MI-055,"Grand Traverse County",38.13,119,7.63,30.5
MI-057,"Gratiot County",41.43,125,11.35,30.08
MI-059,"Hillsdale County",44.69,122,10.55,34.14
MI-061,"Houghton County",32.68,82,2.24,30.44
MI-063,"Huron County",35.28,108,5.65,29.63
MI-065,"Ingham County",39.88,119,9.12,30.76
MI-067,"Ionia County",43.95,125,12.22,31.73
MI-069,"Iosco County",36.84,119,8.03,28.81
MI-071,"Iron County",36.75,111,6.16,30.59
MI-073,"Isabella County",42.59,125,12.83,29.76
MI-075,"Jackson County",39.87,116,8.38,31.49
MI-077,"Kalamazoo County",41.86,114,7.3,34.56
MI-079,"Kalkaska County",39.15,120,7.8,31.35
MI-081,"Kent County",46.05,125,13.15,32.9
MI-083,"Keweenaw County",36.43,114,7.21,29.22
MI-085,"Lake County",44.74,124,12.17,32.57
MI-087,"Lapeer County",38.4,120,8.56,29.84
MI-089,"Leelanau County",39.16,119,8.93,30.23
MI-091,"Lenawee County",42.05,122,10.32,31.73
MI-093,"Livingston County",41.23,124,10.73,30.5
MI-095,"Luce County",41.56,121,9.59,31.97
MI-097,"Mackinac County",40.75,123,10.15,30.6
MI-099,"Macomb County",39.34,121,9.12,30.22
MI-101,"Manistee County",43.21,124,11.6,31.61
MI-103,"Marquette County",39.51,115,8.05,31.46
MI-105,"Mason County",45.1,125,14.02,31.08
MI-107,"Mecosta County",45.11,125,13.68,31.43
MI-109,"Menominee County",39.07,123,9.11,29.96
MI-111,"Midland County",38.7,123,9.53,29.17
MI-113,"Missaukee County",39.68,123,9.81,29.87
MI-115,"Monroe County",37.18,111,6.08,31.1
MI-117,"Montcalm County",45.07,125,13.5,31.57
MI-119,"Montmorency County",33.33,111,5.0,28.33
MI-121,"Muskegon County",46.02,125,13.9,32.12
MI-123,"Newaygo County",45.91,125,13.4,32.51
MI-125,"Oakland County",40.53,121,9.87,30.66
MI-127,"Oceana County",46.33,125,14.53,31.8
MI-129,"Ogemaw County",40.34,124,11.49,28.85
MI-131,"Ontonagon County",37.24,109,5.65,31.59
MI-133,"Osceola County",42.68,124,11.65,31.03
MI-135,"Oscoda County",36.24,123,7.47,28.77
MI-137,"Otsego County",36.74,115,6.61,30.13
MI-139,"Ottawa County",45.42,125,12.42,33
MI-141,"Presque Isle County",35.58,119,6.71,28.87
MI-143,"Roscommon County",40.19,124,10.61,29.58
MI-145,"Saginaw County",40.2,125,10.71,29.49
MI-147,"St. Clair County",38.07,117,7.48,30.59
MI-149,"St. Joseph County",43.19,120,8.94,34.25
MI-151,"Sanilac County",37.16,116,7.16,30
MI-153,"Schoolcraft County",46.28,125,14.91,31.37
MI-155,"Shiawassee County",41.2,122,11.19,30.01
MI-157,"Tuscola County",38.77,121,9.3,29.47
MI-159,"Van Buren County",44.06,117,8.62,35.44
MI-161,"Washtenaw County",37.29,117,7.46,29.83
MI-163,"Wayne County",37.48,115,6.86,30.62
MI-165,"Wexford County",42.16,123,10.26,31.9
MN-001,"Aitkin County",34.56,118,7.57,26.99
MN-003,"Anoka County",38.24,120,9.08,29.16
MN-005,"Becker County",30.17,118,6.4,23.77
MN-007,"Beltrami County",28.78,115,5.27,23.51
MN-009,"Benton County",38.92,124,12.24,26.68
MN-011,"Big Stone County",32.78,124,10.15,22.63
MN-013,"Blue Earth County",44.51,124,15.64,28.87
MN-015,"Brown County",40.6,124,12.77,27.83
MN-017,"Carlton County",36.18,118,8.22,27.96
MN-019,"Carver County",40.35,125,11.88,28.47
MN-021,"Cass County",31.64,117,6.05,25.59
MN-023,"Chippewa County",36.12,124,11.42,24.7
MN-025,"Chisago County",38.73,118,9.51,29.22
MN-027,"Clay County",30.56,121,8.76,21.8
MN-029,"Clearwater County",29.17,115,5.6,23.57
MN-031,"Cook County",33.45,104,4.21,29.24
MN-033,"Cottonwood County",42.63,125,15.8,26.83
MN-035,"Crow Wing County",35.14,123,9.38,25.76
MN-037,"Dakota County",40.47,123,11.19,29.28
MN-039,"Dodge County",51.89,125,21.63,30.26
MN-041,"Douglas County",31.9,115,7.06,24.84
MN-043,"Faribault County",43.92,123,14.33,29.59
MN-045,"Fillmore County",50.33,124,18.27,32.06
MN-047,"Freeborn County",45.46,123,14.64,30.82
MN-049,"Goodhue County",46.55,125,16.78,29.77
MN-051,"Grant County",31.64,121,8.15,23.49
MN-053,"Hennepin County",40.87,123,11.94,28.93
MN-055,"Houston County",48.15,123,15.9,32.25
MN-057,"Hubbard County",31.53,117,6.31,25.22
MN-059,"Isanti County",38.57,121,9.8,28.77
MN-061,"Itasca County",29.06,99,3.66,25.4
MN-063,"Jackson County",43.86,123,16.44,27.42
MN-065,"Kanabec County",38.96,122,11.05,27.91
MN-067,"Kandiyohi County",35.88,120,10.54,25.34
MN-069,"Kittson County",25.16,109,4.91,20.25
MN-071,"Koochiching County",31.14,115,5.55,25.59
MN-073,"Lac qui Parle County",34.85,124,10.97,23.88
MN-075,"Lake County",31.76,93,3.15,28.61
MN-077,"Lake of the Woods County",29.07,115,6.17,22.9
MN-079,"Le Sueur County",45.39,125,16.26,29.13
MN-081,"Lincoln County",42.28,125,17.72,24.56
MN-083,"Lyon County",42.14,125,17.32,24.82
MN-085,"McLeod County",34.38,114,6.8,27.58
MN-087,"Mahnomen County",29.27,118,6.27,23
MN-089,"Marshall County",28.07,123,7.44,20.63
MN-091,"Martin County",42.57,123,14.0,28.57
MN-093,"Meeker County",33.78,114,7.66,26.12
MN-095,"Mille Lacs County",36.47,117,8.97,27.5
MN-097,"Morrison County",35.97,124,10.08,25.89
MN-099,"Mower County",49.31,124,17.63,31.68
MN-101,"Murray County",42.34,124,16.34,26
MN-103,"Nicollet County",41.5,124,12.51,28.99
MN-105,"Nobles County",43.32,123,16.3,27.02
MN-107,"Norman County",30.43,124,8.96,21.47
MN-109,"Olmsted County",51.35,125,20.38,30.97
MN-111,"Otter Tail County",31.23,119,7.19,24.04
MN-113,"Pennington County",27.0,114,5.74,21.26
MN-115,"Pine County",39.23,122,10.49,28.74
MN-117,"Pipestone County",41.07,125,16.1,24.97
MN-119,"Polk County",28.78,122,7.64,21.14
MN-121,"Pope County",34.23,123,9.78,24.45
MN-123,"Ramsey County",40.68,122,11.6,29.08
MN-125,"Red Lake County",26.73,111,5.22,21.51
MN-127,"Redwood County",40.07,125,14.16,25.91
MN-129,"Renville County",37.44,122,11.03,26.41
MN-131,"Rice County",48.65,125,19.33,29.32
MN-133,"Rock County",38.8,122,12.83,25.97
MN-135,"Roseau County",29.17,122,7.85,21.32
MN-137,"St. Louis County",30.29,95,3.09,27.2
MN-139,"Scott County",42.57,125,13.69,28.88
MN-141,"Sherburne County",38.82,124,11.15,27.67
MN-143,"Sibley County",38.39,122,9.83,28.56
MN-145,"Stearns County",37.53,124,12.11,25.42
MN-147,"Steele County",50.43,125,20.8,29.63
MN-149,"Stevens County",33.35,125,10.0,23.35
MN-151,"Swift County",35.08,125,10.93,24.15
MN-153,"Todd County",35.31,124,10.24,25.07
MN-155,"Traverse County",32.06,124,9.93,22.13
MN-157,"Wabasha County",47.85,125,17.27,30.58
MN-159,"Wadena County",32.77,118,7.37,25.4
MN-161,"Waseca County",46.94,124,17.74,29.2
MN-163,"Washington County",40.04,121,10.66,29.38
MN-165,"Watonwan County",43.22,123,15.18,28.04
MN-167,"Wilkin County",28.32,116,6.12,22.2
MN-169,"Winona County",49.37,125,17.54,31.83
MN-171,"Wright County",38.0,123,10.42,27.58
MN-173,"Yellow Medicine County",38.94,125,14.32,24.62
MS-001,"Adams County",68.25,110,11.68,56.57
MS-003,"Alcorn County",72.67,120,19.32,53.35
MS-005,"Amite County",68.59,93,7.24,61.35
MS-007,"Attala County",75.72,122,22.64,53.08
MS-009,"Benton County",73.16,121,18.87,54.29
MS-011,"Bolivar County",76.24,124,24.38,51.86
MS-013,"Calhoun County",64.54,108,10.89,53.65
MS-015,"Carroll County",73.81,119,20.87,52.94
MS-017,"Chickasaw County",67.76,112,14.28,53.48
MS-019,"Choctaw County",77.28,121,23.44,53.84
MS-021,"Claiborne County",65.0,108,10.08,54.92
MS-023,"Clarke County",70.8,112,13.3,57.5
MS-025,"Clay County",76.16,122,23.18,52.98
MS-027,"Coahoma County",69.47,120,17.74,51.73
MS-029,"Copiah County",67.27,112,11.69,55.58
MS-031,"Covington County",70.02,111,12.65,57.37
MS-033,"DeSoto County",79.47,125,27.93,51.54
MS-035,"Forrest County",74.56,118,14.84,59.72
MS-037,"Franklin County",70.72,109,12.17,58.55
MS-039,"George County",66.58,79,2.9,63.68
MS-041,"Greene County",71.39,103,10.11,61.28
MS-043,"Grenada County",71.63,118,18.84,52.79
MS-045,"Hancock County",66.37,77,4.13,62.24
MS-047,"Harrison County",62.5,64,0.0,62.5
MS-049,"Hinds County",67.12,117,14.16,52.96
MS-051,"Holmes County",68.75,117,16.16,52.59
MS-053,"Humphreys County",63.15,101,10.47,52.68
MS-055,"Issaquena County",69.86,116,16.95,52.91
MS-057,"Itawamba County",74.58,121,21.02,53.56
MS-059,"Jackson County",64.47,69,1.76,62.71
MS-061,"Jasper County",69.06,108,11.31,57.75
MS-063,"Jefferson County",66.6,108,10.48,56.12
MS-065,"Jefferson Davis County",71.08,112,12.95,58.13
MS-067,"Jones County",70.4,107,12.29,58.11
MS-069,"Kemper County",65.65,111,11.55,54.1
MS-071,"Lafayette County",72.46,119,18.75,53.71
MS-073,"Lamar County",73.44,114,13.44,60
MS-075,"Lauderdale County",64.69,100,8.84,55.85
MS-077,"Lawrence County",67.98,108,10.15,57.83
MS-079,"Leake County",75.55,123,21.5,54.05
MS-081,"Lee County",72.47,118,19.25,53.22
MS-083,"Leflore County",73.31,120,20.92,52.39
MS-085,"Lincoln County",67.79,102,9.3,58.49
MS-087,"Lowndes County",75.69,121,22.89,52.8
MS-089,"Madison County",68.06,118,15.74,52.32
MS-091,"Marion County",71.51,110,11.47,60.04
MS-093,"Marshall County",77.39,125,23.78,53.61
MS-095,"Monroe County",72.3,118,18.43,53.87
MS-097,"Montgomery County",72.87,119,19.81,53.06
MS-099,"Neshoba County",74.44,122,19.51,54.93
MS-101,"Newton County",72.77,122,16.59,56.18
MS-103,"Noxubee County",72.5,121,20.56,51.94
MS-105,"Oktibbeha County",81.73,122,29.13,52.6
MS-107,"Panola County",74.79,121,21.25,53.54
MS-109,"Pearl River County",69.76,90,8.06,61.7
MS-111,"Perry County",75.07,112,14.29,60.78
MS-113,"Pike County",65.65,83,4.32,61.33
MS-115,"Pontotoc County",69.7,114,16.12,53.58
MS-117,"Prentiss County",72.97,119,19.2,53.77
MS-119,"Quitman County",72.92,121,20.31,52.61
MS-121,"Rankin County",68.52,117,14.89,53.63
MS-123,"Scott County",74.89,122,20.22,54.67
MS-125,"Sharkey County",67.04,110,14.23,52.81
MS-127,"Simpson County",67.9,112,11.73,56.17
MS-129,"Smith County",69.15,111,12.49,56.66
MS-131,"Stone County",68.12,86,5.41,62.71
MS-133,"Sunflower County",73.73,121,20.94,52.79
MS-135,"Tallahatchie County",73.92,120,21.02,52.9
MS-137,"Tate County",77.56,125,25.19,52.37
MS-139,"Tippah County",73.41,121,19.34,54.07
MS-141,"Tishomingo County",74.48,121,20.48,54
MS-143,"Tunica County",79.58,125,27.83,51.75
MS-145,"Union County",72.7,119,18.98,53.72
MS-147,"Walthall County",69.0,96,7.81,61.19
MS-149,"Warren County",68.08,116,14.97,53.11
MS-151,"Washington County",72.04,119,18.87,53.17
MS-153,"Wayne County",77.55,123,18.59,58.96
MS-155,"Webster County",69.27,116,16.08,53.19
MS-157,"Wilkinson County",67.64,102,8.42,59.22
MS-159,"Winston County",77.4,122,23.74,53.66
MS-161,"Yalobusha County",73.36,118,19.1,54.26
MS-163,"Yazoo County",65.36,112,12.96,52.4
MO-001,"Adair County",54.34,121,17.29,37.05
MO-003,"Andrew County",48.34,121,12.76,35.58
MO-005,"Atchison County",40.97,108,6.54,34.43
MO-007,"Audrain County",45.83,103,7.72,38.11
MO-009,"Barry County",68.74,124,24.33,44.41
MO-011,"Barton County",64.81,125,24.09,40.72
MO-013,"Bates County",62.7,125,22.51,40.19
MO-015,"Benton County",54.35,119,13.07,41.28
MO-017,"Bollinger County",64.74,120,19.66,45.08
MO-019,"Boone County",47.64,112,9.17,38.47
MO-021,"Buchanan County",48.41,118,12.55,35.86
MO-023,"Butler County",68.22,122,21.06,47.16
MO-025,"Caldwell County",52.78,122,15.98,36.8
MO-027,"Callaway County",47.7,111,9.38,38.32
MO-029,"Camden County",52.23,116,10.98,41.25
MO-031,"Cape Girardeau County",64.54,123,19.96,44.58
MO-033,"Carroll County",52.49,118,14.41,38.08
MO-035,"Carter County",65.31,122,20.22,45.09
MO-037,"Cass County",57.39,122,17.79,39.6
MO-039,"Cedar County",59.97,123,19.03,40.94
MO-041,"Chariton County",51.08,115,12.54,38.54
MO-043,"Christian County",58.19,119,15.03,43.16
MO-045,"Clark County",49.97,120,14.38,35.59
MO-047,"Clay County",48.51,116,11.51,37
MO-049,"Clinton County",51.18,120,14.48,36.7
MO-051,"Cole County",48.49,112,9.64,38.85
MO-053,"Cooper County",48.35,110,9.55,38.8
MO-055,"Crawford County",53.51,117,12.98,40.53
MO-057,"Dade County",59.85,124,18.56,41.29
MO-059,"Dallas County",57.75,121,16.04,41.71
MO-061,"Daviess County",55.55,123,19.4,36.15
MO-063,"DeKalb County",55.28,124,19.34,35.94
MO-065,"Dent County",56.93,117,14.68,42.25
MO-067,"Douglas County",62.58,124,19.19,43.39
MO-069,"Dunklin County",70.06,122,22.14,47.92
MO-071,"Franklin County",54.24,121,14.88,39.36
MO-073,"Gasconade County",49.56,112,10.48,39.08
MO-075,"Gentry County",50.48,123,14.99,35.49
MO-077,"Greene County",57.84,120,15.92,41.92
MO-079,"Grundy County",54.55,123,18.33,36.22
MO-081,"Harrison County",53.09,124,17.64,35.45
MO-083,"Henry County",52.37,111,11.78,40.59
MO-085,"Hickory County",55.89,120,14.64,41.25
MO-087,"Holt County",45.27,117,10.2,35.07
MO-089,"Howard County",47.76,109,9.26,38.5
MO-091,"Howell County",60.17,121,15.36,44.81
MO-093,"Iron County",61.51,120,17.41,44.1
MO-095,"Jackson County",52.41,118,14.16,38.25
MO-097,"Jasper County",64.06,124,21.77,42.29
MO-099,"Jefferson County",56.19,122,16.46,39.73
MO-101,"Johnson County",48.0,105,7.9,40.1
MO-103,"Knox County",53.91,122,16.81,37.1
MO-105,"Laclede County",56.57,118,14.5,42.07
MO-107,"Lafayette County",47.12,109,8.27,38.85
MO-109,"Lawrence County",64.34,124,21.41,42.93
MO-111,"Lewis County",49.98,119,13.19,36.79
MO-113,"Lincoln County",51.2,120,12.9,38.3
MO-115,"Linn County",53.86,121,16.34,37.52
MO-117,"Livingston County",55.89,123,19.33,36.56
MO-119,"McDonald County",73.39,125,29.58,43.81
MO-121,"Macon County",54.79,121,16.81,37.98
MO-123,"Madison County",64.01,121,19.19,44.82
MO-125,"Maries County",49.22,113,9.05,40.17
MO-127,"Marion County",47.61,111,10.45,37.16
MO-129,"Mercer County",51.01,119,15.07,35.94
MO-131,"Miller County",48.71,109,8.33,40.38
MO-133,"Mississippi County",67.26,122,20.7,46.56
MO-135,"Moniteau County",47.23,108,8.1,39.13
MO-137,"Monroe County",45.62,106,7.93,37.69
MO-139,"Montgomery County",49.95,114,11.51,38.44
MO-141,"Morgan County",49.06,110,8.48,40.58
MO-143,"New Madrid County",67.79,122,20.33,47.46
MO-145,"Newton County",68.16,125,24.9,43.26
MO-147,"Nodaway County",45.0,116,10.01,34.99
MO-149,"Oregon County",63.68,120,18.03,45.65
MO-151,"Osage County",48.78,111,10.02,38.76
MO-153,"Ozark County",64.01,123,21.03,42.98
MO-155,"Pemiscot County",67.91,121,20.36,47.55
MO-157,"Perry County",59.11,124,16.03,43.08
MO-159,"Pettis County",48.96,111,9.63,39.33
MO-161,"Phelps County",51.52,114,10.9,40.62
MO-163,"Pike County",48.2,110,10.03,38.17
MO-165,"Platte County",50.49,120,14.73,35.76
MO-167,"Polk County",56.45,120,15.44,41.01
MO-169,"Pulaski County",54.12,117,12.78,41.34
MO-171,"Putnam County",51.35,122,15.09,36.26
MO-173,"Ralls County",44.21,104,6.76,37.45
MO-175,"Randolph County",50.3,113,12.04,38.26
MO-177,"Ray County",48.85,114,11.1,37.75
MO-179,"Reynolds County",63.92,122,19.35,44.57
MO-181,"Ripley County",67.5,120,20.64,46.86
MO-183,"St. Charles County",55.72,122,17.77,37.95
MO-185,"St. Clair County",57.5,120,16.61,40.89
MO-186,"Ste. Genevieve County",55.38,120,14.1,41.28
MO-187,"St. Francois County",57.57,120,15.11,42.46
MO-189,"St. Louis County",55.56,123,17.4,38.16
MO-195,"Saline County",46.33,105,7.68,38.65
MO-197,"Schuyler County",53.11,121,16.7,36.41
MO-199,"Scotland County",52.65,120,16.39,36.26
MO-201,"Scott County",65.41,120,19.81,45.6
MO-203,"Shannon County",63.36,123,19.24,44.12
MO-205,"Shelby County",51.4,117,13.65,37.75
MO-207,"Stoddard County",65.87,120,19.3,46.57
MO-209,"Stone County",61.78,121,18.71,43.07
MO-211,"Sullivan County",50.3,120,13.26,37.04
MO-213,"Taney County",62.99,123,20.41,42.58
MO-215,"Texas County",56.74,117,13.61,43.13
MO-217,"Vernon County",65.56,125,25.25,40.31
MO-219,"Warren County",55.13,121,15.63,39.5
MO-221,"Washington County",58.16,121,17.17,40.99
MO-223,"Wayne County",64.88,121,19.07,45.81
MO-225,"Webster County",58.74,120,15.8,42.94
MO-227,"Worth County",47.45,119,12.15,35.3
MO-229,"Wright County",58.04,119,15.18,42.86
MO-510,"St. Louis City",53.29,121,15.31,37.98
MT-001,"Beaverhead County",18.99,40,-2.31,21.3
MT-003,"Big Horn County",20.13,117,4.59,15.54
MT-005,"Blaine County",16.49,104,2.87,13.62
MT-007,"Broadwater County",16.52,71,0.44,16.08
MT-009,"Carbon County",22.96,122,5.38,17.58
MT-011,"Carter County",25.44,125,11.12,14.32
MT-013,"Cascade County",19.02,91,1.8,17.22
MT-015,"Chouteau County",14.73,79,0.93,13.8
MT-017,"Custer County",19.22,118,5.62,13.6
MT-019,"Daniels County",18.97,121,5.7,13.27
MT-021,"Dawson County",20.56,124,7.32,13.24
MT-023,"Deer Lodge County",21.37,45,-1.39,22.76
MT-025,"Fallon County",22.09,124,7.98,14.11
MT-027,"Fergus County",19.56,104,3.23,16.33
MT-029,"Flathead County",31.91,27,-5.18,37.09
MT-031,"Gallatin County",26.1,93,1.81,24.29
MT-033,"Garfield County",20.06,121,7.36,12.7
