January - December 2019 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 126 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-213,"Simpson County",59.0,113,1.7,57.3
KY-215,"Spencer County",57.2,120,2.3,54.9
KY-217,"Taylor County",57.9,122,2.5,55.4
KY-219,"Todd County",59.2,119,2.0,57.2
KY-221,"Trigg County",59.1,110,1.5,57.6
KY-223,"Trimble County",56.6,121,2.6,54
KY-225,"Union County",57.2,82,0.5,56.7
KY-227,"Warren County",59.1,118,1.9,57.2
KY-229,"Washington County",56.9,117,2.0,54.9
KY-231,"Wayne County",59.0,126,3.6,55.4
KY-233,"Webster County",57.9,96,1.1,56.8
KY-235,"Whitley County",57.7,125,2.3,55.4
KY-237,"Wolfe County",56.7,114,1.6,55.1
KY-239,"Woodford County",57.2,122,2.8,54.4
LA-001,"Acadia Parish",68.6,93,0.6,68
LA-003,"Allen Parish",67.5,77,0.4,67.1
LA-005,"Ascension Parish",69.4,116,1.8,67.6
LA-007,"Assumption Parish",70.0,116,2.0,68
LA-009,"Avoyelles Parish",67.3,98,0.7,66.6
LA-011,"Beauregard Parish",67.6,99,0.8,66.8
LA-013,"Bienville Parish",65.9,113,1.9,64
LA-015,"Bossier Parish",66.1,113,1.7,64.4
LA-017,"Caddo Parish",66.0,105,1.3,64.7
LA-019,"Calcasieu Parish",68.8,108,1.0,67.8
LA-021,"Caldwell Parish",65.7,98,0.9,64.8
LA-023,"Cameron Parish",69.7,113,1.2,68.5
LA-025,"Catahoula Parish",66.2,87,0.5,65.7
LA-027,"Claiborne Parish",64.6,103,1.1,63.5
LA-029,"Concordia Parish",66.6,89,0.6,66
LA-031,"De Soto Parish",65.9,101,1.1,64.8
LA-033,"East Baton Rouge Parish",68.9,116,1.8,67.1
LA-035,"East Carroll Parish",65.7,111,1.6,64.1
LA-037,"East Feliciana Parish",68.2,118,2.0,66.2
LA-039,"Evangeline Parish",67.7,86,0.5,67.2
LA-041,"Franklin Parish",65.4,80,0.4,65
LA-043,"Grant Parish",66.2,88,0.6,65.6
LA-045,"Iberia Parish",69.5,113,1.3,68.2
LA-047,"Iberville Parish",69.2,115,1.6,67.6
LA-049,"Jackson Parish",65.7,115,1.8,63.9
LA-051,"Jefferson Parish",70.5,115,1.8,68.7
LA-053,"Jefferson Davis Parish",68.6,80,0.5,68.1
LA-055,"Lafayette Parish",69.0,110,1.1,67.9
LA-057,"Lafourche Parish",70.9,117,2.1,68.8
LA-059,"La Salle Parish",66.3,94,0.8,65.5
LA-061,"Lincoln Parish",65.5,119,1.9,63.6
LA-063,"Livingston Parish",68.9,115,1.8,67.1
LA-065,"Madison Parish",65.5,95,0.9,64.6
LA-067,"Morehouse Parish",65.4,112,1.6,63.8
LA-069,"Natchitoches Parish",66.4,106,1.0,65.4
LA-071,"Orleans Parish",70.0,117,1.9,68.1
LA-073,"Ouachita Parish",65.4,106,1.2,64.2
LA-075,"Plaquemines Parish",70.6,114,1.7,68.9
LA-077,"Pointe Coupee Parish",68.7,115,1.6,67.1
LA-079,"Rapides Parish",67.0,97,0.7,66.3
LA-081,"Red River Parish",66.5,114,1.8,64.7
LA-083,"Richland Parish",65.4,95,0.8,64.6
LA-085,"Sabine Parish",66.1,102,1.0,65.1
LA-087,"St. Bernard Parish",70.0,116,1.8,68.2
LA-089,"St. Charles Parish",70.4,116,2.0,68.4
LA-091,"St. Helena Parish",68.1,119,2.1,66
LA-093,"St. James Parish",69.9,116,2.0,67.9
LA-095,"St. John the Baptist Parish",69.9,116,2.0,67.9
LA-097,"St. Landry Parish",68.3,109,1.0,67.3
LA-099,"St. Martin Parish",69.4,115,1.5,67.9
LA-101,"St. Mary Parish",70.2,116,2.0,68.2
LA-103,"St. Tammany Parish",68.9,119,2.1,66.8
LA-105,"Tangipahoa Parish",68.5,119,2.1,66.4
LA-107,"Tensas Parish",65.4,68,0.1,65.3
LA-109,"Terrebonne Parish",71.3,123,2.4,68.9
LA-111,"Union Parish",65.3,116,1.7,63.6
LA-113,"Vermilion Parish",69.4,108,1.0,68.4
LA-115,"Vernon Parish",66.8,103,1.0,65.8
LA-117,"Washington Parish",67.8,117,1.9,65.9
LA-119,"Webster Parish",65.6,111,1.5,64.1
LA-121,"West Baton Rouge Parish",69.1,116,1.7,67.4
LA-123,"West Carroll Parish",65.6,112,1.6,64
LA-125,"West Feliciana Parish",68.4,119,1.8,66.6
LA-127,"Winn Parish",66.0,111,1.2,64.8
ME-001,"Androscoggin County",44.0,90,0.9,43.1
ME-003,"Aroostook County",38.0,66,0.2,37.8
ME-005,"Cumberland County",44.8,93,1.0,43.8
ME-007,"Franklin County",38.8,70,0.4,38.4
ME-009,"Hancock County",43.8,86,0.8,43
ME-011,"Kennebec County",43.9,92,1.0,42.9
ME-013,"Knox County",44.1,86,0.8,43.3
ME-015,"Lincoln County",44.6,94,1.0,43.6
ME-017,"Oxford County",41.2,85,0.8,40.4
ME-019,"Penobscot County",41.8,81,0.7,41.1
ME-021,"Piscataquis County",38.8,73,0.5,38.3
ME-023,"Sagadahoc County",44.9,93,1.0,43.9
ME-025,"Somerset County",38.9,70,0.3,38.6
ME-027,"Waldo County",43.5,87,0.8,42.7
ME-029,"Washington County",43.2,94,1.1,42.1
ME-031,"York County",45.3,83,0.6,44.7
MD-001,"Allegany County",53.1,113,1.8,51.3
MD-003,"Anne Arundel County",58.1,118,2.7,55.4
MD-005,"Baltimore County",55.6,117,2.6,53
MD-009,"Calvert County",58.5,123,2.9,55.6
MD-011,"Caroline County",57.7,122,3.1,54.6
MD-013,"Carroll County",54.2,117,2.4,51.8
MD-015,"Cecil County",55.9,116,2.6,53.3
MD-017,"Charles County",59.0,124,3.3,55.7
MD-019,"Dorchester County",58.8,124,3.2,55.6
MD-021,"Frederick County",54.7,115,2.3,52.4
MD-023,"Garrett County",49.7,120,2.5,47.2
MD-025,"Harford County",55.7,117,2.5,53.2
MD-027,"Howard County",55.7,117,2.8,52.9
MD-029,"Kent County",56.8,115,2.2,54.6
MD-031,"Montgomery County",56.3,119,2.9,53.4
MD-033,"Prince George's County",57.9,122,2.9,55
MD-035,"Queen Anne's County",57.2,116,2.5,54.7
MD-037,"St. Mary's County",59.0,124,3.0,56
MD-039,"Somerset County",59.7,124,3.6,56.1
MD-041,"Talbot County",58.2,120,2.7,55.5
MD-043,"Washington County",54.4,116,2.3,52.1
MD-045,"Wicomico County",59.0,124,3.7,55.3
MD-047,"Worcester County",59.4,124,3.8,55.6
MD-510,"Baltimore City",57.5,116,2.7,54.8
MD-511,"Washington, D.C.",58.1,123,3.0,55.1
MA-001,"Barnstable County",50.8,108,1.9,48.9
MA-003,"Berkshire County",45.3,98,1.2,44.1
MA-005,"Bristol County",50.8,107,1.7,49.1
MA-007,"Dukes County",51.2,106,1.8,49.4
MA-009,"Essex County",48.7,98,1.2,47.5
MA-011,"Franklin County",47.0,106,1.7,45.3
MA-013,"Hampden County",48.2,103,1.3,46.9
MA-015,"Hampshire County",47.4,96,1.1,46.3
MA-017,"Middlesex County",49.5,110,1.9,47.6
MA-019,"Nantucket County",50.7,108,2.1,48.6
MA-021,"Norfolk County",50.5,110,2.2,48.3
MA-023,"Plymouth County",50.7,106,1.8,48.9
MA-025,"Suffolk County",50.8,109,2.3,48.5
MA-027,"Worcester County",47.9,107,1.7,46.2
MI-001,"Alcona County",42.5,57,0.1,42.4
MI-003,"Alger County",39.5,39,-0.6,40.1
MI-005,"Allegan County",48.3,83,0.6,47.7
MI-007,"Alpena County",42.5,67,0.2,42.3
MI-009,"Antrim County",42.7,53,0.0,42.7
MI-011,"Arenac County",45.0,83,0.6,44.4
MI-013,"Baraga County",38.0,51,-0.2,38.2
MI-015,"Barry County",47.6,83,0.7,46.9
MI-017,"Bay County",46.6,92,0.9,45.7
MI-019,"Benzie County",43.7,83,0.9,42.8
MI-021,"Berrien County",48.9,73,0.4,48.5
MI-023,"Branch County",48.2,85,0.7,47.5
MI-025,"Calhoun County",48.1,96,1.1,47
MI-027,"Cass County",48.5,84,0.7,47.8
MI-029,"Charlevoix County",42.5,48,-0.3,42.8
MI-031,"Cheboygan County",41.6,47,-0.3,41.9
MI-033,"Chippewa County",39.1,37,-0.5,39.6
MI-035,"Clare County",43.8,76,0.4,43.4
MI-037,"Clinton County",47.5,93,0.9,46.6
MI-039,"Crawford County",42.0,61,0.1,41.9
MI-041,"Delta County",40.6,43,-0.4,41
MI-043,"Dickinson County",39.2,49,-0.2,39.4
MI-045,"Eaton County",47.6,94,0.9,46.7
MI-047,"Emmet County",41.8,53,0.0,41.8
MI-049,"Genesee County",47.5,97,1.2,46.3
MI-051,"Gladwin County",44.7,73,0.4,44.3
MI-053,"Gogebic County",37.8,34,-0.7,38.5
MI-055,"Grand Traverse County",43.7,87,0.9,42.8
MI-057,"Gratiot County",47.0,94,1.0,46
MI-059,"Hillsdale County",48.0,97,1.0,47
MI-061,"Houghton County",39.3,61,0.0,39.3
MI-063,"Huron County",45.5,89,0.8,44.7
MI-065,"Ingham County",47.6,96,1.1,46.5
MI-067,"Ionia County",47.1,89,0.7,46.4
MI-069,"Iosco County",43.8,74,0.4,43.4
MI-071,"Iron County",37.6,50,-0.3,37.9
MI-073,"Isabella County",45.6,88,0.8,44.8
MI-075,"Jackson County",48.0,101,1.4,46.6
MI-077,"Kalamazoo County",48.4,91,0.9,47.5
MI-079,"Kalkaska County",42.6,74,0.4,42.2
MI-081,"Kent County",47.0,81,0.7,46.3
MI-083,"Keweenaw County",38.9,61,0.2,38.7
MI-085,"Lake County",44.0,56,-0.1,44.1
MI-087,"Lapeer County",47.4,99,1.4,46
MI-089,"Leelanau County",43.8,84,0.9,42.9
MI-091,"Lenawee County",49.3,102,1.6,47.7
MI-093,"Livingston County",47.5,100,1.5,46
MI-095,"Luce County",38.6,26,-0.8,39.4
MI-097,"Mackinac County",39.9,44,-0.5,40.4
MI-099,"Macomb County",49.1,100,1.6,47.5
MI-101,"Manistee County",44.0,71,0.3,43.7
MI-103,"Marquette County",38.4,43,-0.5,38.9
MI-105,"Mason County",44.4,51,-0.1,44.5
MI-107,"Mecosta County",44.5,68,0.2,44.3
MI-109,"Menominee County",41.0,45,-0.5,41.5
MI-111,"Midland County",46.5,89,0.8,45.7
MI-113,"Missaukee County",42.7,74,0.4,42.3
MI-115,"Monroe County",50.7,108,2.0,48.7
MI-117,"Montcalm County",46.0,88,0.8,45.2
MI-119,"Montmorency County",41.7,47,-0.3,42
MI-121,"Muskegon County",46.8,81,0.7,46.1
MI-123,"Newaygo County",45.2,72,0.2,45
MI-125,"Oakland County",48.0,99,1.5,46.5
MI-127,"Oceana County",45.3,72,0.4,44.9
MI-129,"Ogemaw County",43.2,78,0.4,42.8
MI-131,"Ontonagon County",38.8,45,-0.4,39.2
MI-133,"Osceola County",43.1,61,0.1,43
MI-135,"Oscoda County",42.1,59,0.1,42
MI-137,"Otsego County",40.9,41,-0.5,41.4
MI-139,"Ottawa County",47.7,80,0.5,47.2
MI-141,"Presque Isle County",42.0,53,-0.2,42.2
MI-143,"Roscommon County",43.0,84,0.6,42.4
MI-145,"Saginaw County",47.4,99,1.1,46.3
MI-147,"St. Clair County",48.5,100,1.6,46.9
MI-149,"St. Joseph County",48.5,82,0.6,47.9
MI-151,"Sanilac County",46.6,96,1.1,45.5
MI-153,"Schoolcraft County",40.1,36,-0.7,40.8
MI-155,"Shiawassee County",47.4,93,0.9,46.5
MI-157,"Tuscola County",46.8,93,1.0,45.8
MI-159,"Van Buren County",48.7,87,0.8,47.9
MI-161,"Washtenaw County",48.5,102,1.8,46.7
MI-163,"Wayne County",49.8,101,1.6,48.2
MI-165,"Wexford County",42.9,72,0.4,42.5
MN-001,"Aitkin County",38.2,44,-0.4,38.6
MN-003,"Anoka County",42.4,37,-0.7,43.1
MN-005,"Becker County",37.2,22,-1.5,38.7
MN-007,"Beltrami County",36.3,35,-0.9,37.2
MN-009,"Benton County",40.6,37,-0.7,41.3
MN-011,"Big Stone County",41.2,30,-1.3,42.5
MN-013,"Blue Earth County",43.2,25,-1.5,44.7
MN-015,"Brown County",43.1,27,-1.3,44.4
MN-017,"Carlton County",37.5,34,-0.8,38.3
MN-019,"Carver County",42.8,38,-0.8,43.6
MN-021,"Cass County",38.5,53,-0.1,38.6
MN-023,"Chippewa County",41.9,30,-1.2,43.1
MN-025,"Chisago County",41.6,33,-0.8,42.4
MN-027,"Clay County",38.6,22,-1.6,40.2
MN-029,"Clearwater County",36.3,27,-1.4,37.7
MN-031,"Cook County",34.5,30,-0.8,35.3
MN-033,"Cottonwood County",42.8,31,-0.9,43.7
MN-035,"Crow Wing County",39.4,50,-0.2,39.6
MN-037,"Dakota County",43.3,38,-0.9,44.2
MN-039,"Dodge County",42.3,40,-0.7,43
MN-041,"Douglas County",39.3,35,-0.9,40.2
MN-043,"Faribault County",43.4,26,-1.4,44.8
MN-045,"Fillmore County",42.9,39,-0.7,43.6
MN-047,"Freeborn County",43.0,35,-1.0,44
MN-049,"Goodhue County",42.7,35,-0.9,43.6
MN-051,"Grant County",40.2,38,-0.9,41.1
MN-053,"Hennepin County",42.9,39,-0.6,43.5
MN-055,"Houston County",44.6,48,-0.3,44.9
MN-057,"Hubbard County",37.6,35,-0.7,38.3
MN-059,"Isanti County",41.5,38,-0.6,42.1
MN-061,"Itasca County",36.9,48,-0.4,37.3
MN-063,"Jackson County",42.8,29,-1.1,43.9
MN-065,"Kanabec County",40.2,45,-0.4,40.6
MN-067,"Kandiyohi County",41.1,35,-1.1,42.2
MN-069,"Kittson County",37.4,75,0.6,36.8
MN-071,"Koochiching County",36.0,46,-0.4,36.4
MN-073,"Lac qui Parle County",41.7,21,-1.6,43.3
MN-075,"Lake County",35.6,43,-0.4,36
MN-077,"Lake of the Woods County",36.4,60,0.2,36.2
MN-079,"Le Sueur County",42.8,26,-1.4,44.2
MN-081,"Lincoln County",41.1,17,-1.6,42.7
MN-083,"Lyon County",42.2,19,-1.5,43.7
MN-085,"McLeod County",42.3,35,-0.9,43.2
MN-087,"Mahnomen County",36.5,19,-1.8,38.3
MN-089,"Marshall County",36.9,43,-0.5,37.4
MN-091,"Martin County",43.1,27,-1.3,44.4
MN-093,"Meeker County",41.0,28,-1.3,42.3
MN-095,"Mille Lacs County",40.3,48,-0.3,40.6
MN-097,"Morrison County",40.0,40,-0.6,40.6
MN-099,"Mower County",42.7,45,-0.5,43.2
MN-101,"Murray County",41.4,13,-1.8,43.2
MN-103,"Nicollet County",43.0,25,-1.4,44.4
MN-105,"Nobles County",42.2,18,-1.7,43.9
MN-107,"Norman County",37.6,17,-2.0,39.6
MN-109,"Olmsted County",42.6,38,-0.7,43.3
MN-111,"Otter Tail County",38.7,27,-1.2,39.9
MN-113,"Pennington County",36.3,24,-1.6,37.9
MN-115,"Pine County",39.5,47,-0.2,39.7
MN-117,"Pipestone County",41.7,25,-1.5,43.2
MN-119,"Polk County",37.1,23,-1.7,38.8
MN-121,"Pope County",40.3,41,-0.7,41
MN-123,"Ramsey County",43.2,41,-0.7,43.9
MN-125,"Red Lake County",36.6,21,-1.8,38.4
MN-127,"Redwood County",42.6,20,-1.5,44.1
MN-129,"Renville County",42.3,29,-1.3,43.6
MN-131,"Rice County",42.7,32,-1.1,43.8
MN-133,"Rock County",43.2,31,-1.1,44.3
MN-135,"Roseau County",36.8,78,0.6,36.2
MN-137,"St. Louis County",36.4,55,-0.1,36.5
MN-139,"Scott County",43.2,33,-1.0,44.2
MN-141,"Sherburne County",41.4,35,-0.8,42.2
MN-143,"Sibley County",43.0,38,-1.0,44
MN-145,"Stearns County",40.4,34,-0.9,41.3
MN-147,"Steele County",42.6,35,-0.9,43.5
MN-149,"Stevens County",40.6,35,-1.0,41.6
MN-151,"Swift County",41.3,36,-1.0,42.3
MN-153,"Todd County",39.3,36,-0.8,40.1
MN-155,"Traverse County",40.8,30,-1.1,41.9
MN-157,"Wabasha County",43.4,43,-0.5,43.9
MN-159,"Wadena County",38.8,38,-0.6,39.4
MN-161,"Waseca County",42.6,24,-1.4,44
MN-163,"Washington County",42.9,39,-0.8,43.7
MN-165,"Watonwan County",43.4,31,-1.0,44.4
MN-167,"Wilkin County",39.9,27,-1.2,41.1
MN-169,"Winona County",43.6,43,-0.4,44
MN-171,"Wright County",41.7,35,-0.9,42.6
MN-173,"Yellow Medicine County",42.2,23,-1.5,43.7
MS-001,"Adams County",66.3,92,0.7,65.6
MS-003,"Alcorn County",61.0,104,1.1,59.9
MS-005,"Amite County",67.3,115,1.9,65.4
MS-007,"Attala County",63.9,107,1.2,62.7
MS-009,"Benton County",61.5,108,1.2,60.3
MS-011,"Bolivar County",63.9,102,1.0,62.9
MS-013,"Calhoun County",63.6,114,1.4,62.2
MS-015,"Carroll County",64.4,115,1.8,62.6
MS-017,"Chickasaw County",63.9,114,1.7,62.2
MS-019,"Choctaw County",63.6,111,1.4,62.2
MS-021,"Claiborne County",65.7,91,0.7,65
MS-023,"Clarke County",66.7,125,2.5,64.2
MS-025,"Clay County",64.7,117,2.0,62.7
MS-027,"Coahoma County",63.4,102,1.2,62.2
MS-029,"Copiah County",66.3,113,1.5,64.8
MS-031,"Covington County",66.6,118,1.9,64.7
MS-033,"DeSoto County",62.5,99,0.9,61.6
MS-035,"Forrest County",67.2,114,1.7,65.5
MS-037,"Franklin County",66.2,109,1.1,65.1
MS-039,"George County",67.8,121,1.8,66
MS-041,"Greene County",67.3,118,1.7,65.6
MS-043,"Grenada County",64.0,112,1.4,62.6
MS-045,"Hancock County",68.2,115,1.7,66.5
MS-047,"Harrison County",67.6,110,1.2,66.4
MS-049,"Hinds County",66.5,116,1.9,64.6
MS-051,"Holmes County",65.4,116,1.9,63.5
MS-053,"Humphreys County",66.2,119,2.3,63.9
MS-055,"Issaquena County",66.0,117,1.8,64.2
MS-057,"Itawamba County",63.1,113,1.7,61.4
MS-059,"Jackson County",68.4,122,1.9,66.5
MS-061,"Jasper County",66.5,126,2.5,64
MS-063,"Jefferson County",65.5,79,0.4,65.1
MS-065,"Jefferson Davis County",66.6,118,1.7,64.9
MS-067,"Jones County",66.9,122,1.9,65
MS-069,"Kemper County",65.4,121,2.1,63.3
MS-071,"Lafayette County",62.8,101,1.0,61.8
MS-073,"Lamar County",67.1,114,1.6,65.5
MS-075,"Lauderdale County",66.5,126,3.0,63.5
MS-077,"Lawrence County",66.8,116,1.6,65.2
MS-079,"Leake County",64.3,110,1.2,63.1
MS-081,"Lee County",63.4,113,1.7,61.7
MS-083,"Leflore County",65.2,118,2.0,63.2
MS-085,"Lincoln County",66.4,113,1.5,64.9
MS-087,"Lowndes County",65.0,119,2.1,62.9
MS-089,"Madison County",65.5,112,1.3,64.2
MS-091,"Marion County",67.3,116,1.6,65.7
MS-093,"Marshall County",62.0,103,1.1,60.9
MS-095,"Monroe County",64.1,116,1.7,62.4
MS-097,"Montgomery County",63.3,103,1.0,62.3
MS-099,"Neshoba County",64.7,118,1.9,62.8
MS-101,"Newton County",66.0,125,2.7,63.3
MS-103,"Noxubee County",65.2,120,2.1,63.1
MS-105,"Oktibbeha County",64.9,119,2.3,62.6
MS-107,"Panola County",63.0,98,0.9,62.1
MS-109,"Pearl River County",67.4,114,1.6,65.8
MS-111,"Perry County",67.2,114,1.7,65.5
MS-113,"Pike County",67.5,119,2.2,65.3
MS-115,"Pontotoc County",63.2,113,1.5,61.7
MS-117,"Prentiss County",62.0,109,1.3,60.7
MS-119,"Quitman County",63.5,102,1.1,62.4
MS-121,"Rankin County",65.8,115,1.6,64.2
MS-123,"Scott County",65.1,115,1.7,63.4
MS-125,"Sharkey County",66.1,117,2.0,64.1
MS-127,"Simpson County",66.2,117,1.7,64.5
MS-129,"Smith County",66.1,118,2.0,64.1
MS-131,"Stone County",67.0,112,1.3,65.7
MS-133,"Sunflower County",64.7,111,1.5,63.2
MS-135,"Tallahatchie County",64.1,111,1.4,62.7
MS-137,"Tate County",62.5,91,0.8,61.7
MS-139,"Tippah County",61.4,108,1.1,60.3
MS-141,"Tishomingo County",61.6,111,1.5,60.1
MS-143,"Tunica County",63.0,100,1.0,62
MS-145,"Union County",62.6,112,1.4,61.2
MS-147,"Walthall County",67.3,116,1.8,65.5
MS-149,"Warren County",66.2,114,1.5,64.7
MS-151,"Washington County",65.1,110,1.4,63.7
MS-153,"Wayne County",66.5,118,1.7,64.8
MS-155,"Webster County",63.6,113,1.4,62.2
MS-157,"Wilkinson County",67.2,113,1.3,65.9
MS-159,"Winston County",64.2,116,1.8,62.4
MS-161,"Yalobusha County",63.4,107,1.2,62.2
MS-163,"Yazoo County",66.2,115,1.8,64.4
MO-001,"Adair County",51.2,67,0.1,51.1
MO-003,"Andrew County",51.7,45,-0.6,52.3
MO-005,"Atchison County",51.0,47,-0.4,51.4
MO-007,"Audrain County",53.5,75,0.3,53.2
MO-009,"Barry County",57.0,87,0.6,56.4
MO-011,"Barton County",56.3,43,-0.5,56.8
MO-013,"Bates County",55.5,59,-0.1,55.6
MO-015,"Benton County",55.3,79,0.4,54.9
MO-017,"Bollinger County",56.8,85,0.6,56.2
MO-019,"Boone County",54.6,83,0.5,54.1
MO-021,"Buchanan County",52.6,47,-0.4,53
MO-023,"Butler County",58.5,80,0.5,58
MO-025,"Caldwell County",52.2,52,-0.1,52.3
MO-027,"Callaway County",54.8,85,0.6,54.2
MO-029,"Camden County",56.9,103,1.6,55.3
MO-031,"Cape Girardeau County",57.2,96,1.1,56.1
MO-033,"Carroll County",53.0,49,-0.3,53.3
MO-035,"Carter County",57.2,97,1.1,56.1
MO-037,"Cass County",54.7,80,0.4,54.3
MO-039,"Cedar County",56.5,70,0.2,56.3
MO-041,"Chariton County",53.4,73,0.1,53.3
MO-043,"Christian County",56.4,99,1.0,55.4
MO-045,"Clark County",51.1,39,-0.6,51.7
MO-047,"Clay County",53.5,66,0.1,53.4
MO-049,"Clinton County",52.1,50,-0.2,52.3
MO-051,"Cole County",55.9,91,0.8,55.1
MO-053,"Cooper County",54.4,74,0.3,54.1
MO-055,"Crawford County",54.8,83,0.6,54.2
MO-057,"Dade County",56.6,76,0.3,56.3
MO-059,"Dallas County",55.7,82,0.6,55.1
MO-061,"Daviess County",51.4,38,-0.6,52
MO-063,"DeKalb County",51.3,37,-0.7,52
MO-065,"Dent County",54.9,77,0.4,54.5
MO-067,"Douglas County",56.4,97,1.1,55.3
MO-069,"Dunklin County",60.2,101,1.1,59.1
MO-071,"Franklin County",55.3,94,1.0,54.3
MO-073,"Gasconade County",55.1,92,0.9,54.2
MO-075,"Gentry County",51.0,49,-0.4,51.4
MO-077,"Greene County",56.3,98,1.0,55.3
MO-079,"Grundy County",51.4,38,-0.6,52
MO-081,"Harrison County",50.6,46,-0.3,50.9
MO-083,"Henry County",55.4,72,0.1,55.3
MO-085,"Hickory County",55.9,87,0.5,55.4
MO-087,"Holt County",52.0,49,-0.5,52.5
MO-089,"Howard County",54.3,84,0.6,53.7
MO-091,"Howell County",57.1,109,1.6,55.5
MO-093,"Iron County",54.9,82,0.6,54.3
MO-095,"Jackson County",54.2,75,0.3,53.9
MO-097,"Jasper County",57.1,71,0.1,57
MO-099,"Jefferson County",56.3,95,1.2,55.1
MO-101,"Johnson County",54.6,84,0.5,54.1
MO-103,"Knox County",51.2,50,-0.3,51.5
MO-105,"Laclede County",56.6,107,1.5,55.1
MO-107,"Lafayette County",53.9,72,0.3,53.6
MO-109,"Lawrence County",56.5,85,0.5,56
MO-111,"Lewis County",51.8,44,-0.5,52.3
MO-113,"Lincoln County",54.2,83,0.7,53.5
MO-115,"Linn County",52.0,45,-0.5,52.5
MO-117,"Livingston County",52.2,38,-0.6,52.8
MO-119,"McDonald County",58.4,102,1.1,57.3
MO-121,"Macon County",52.4,80,0.3,52.1
MO-123,"Madison County",55.5,79,0.4,55.1
MO-125,"Maries County",56.2,98,1.1,55.1
MO-127,"Marion County",52.5,51,-0.3,52.8
MO-129,"Mercer County",50.2,36,-0.9,51.1
MO-131,"Miller County",56.9,102,1.6,55.3
MO-133,"Mississippi County",58.9,97,1.1,57.8
MO-135,"Moniteau County",55.1,84,0.6,54.5
MO-137,"Monroe County",53.1,73,0.3,52.8
MO-139,"Montgomery County",54.3,89,0.8,53.5
MO-141,"Morgan County",55.1,87,0.7,54.4
MO-143,"New Madrid County",59.3,87,0.8,58.5
MO-145,"Newton County",57.9,95,1.0,56.9
MO-147,"Nodaway County",50.9,57,-0.1,51
MO-149,"Oregon County",57.9,114,1.8,56.1
MO-151,"Osage County",55.8,93,0.9,54.9
MO-153,"Ozark County",57.2,94,1.0,56.2
MO-155,"Pemiscot County",60.5,104,1.2,59.3
MO-157,"Perry County",56.3,92,0.9,55.4
MO-159,"Pettis County",54.2,58,0.0,54.2
MO-161,"Phelps County",56.0,91,0.9,55.1
MO-163,"Pike County",53.4,74,0.3,53.1
MO-165,"Platte County",53.6,60,0.1,53.5
MO-167,"Polk County",56.3,94,0.8,55.5
MO-169,"Pulaski County",57.3,116,2.0,55.3
MO-171,"Putnam County",50.0,34,-0.8,50.8
MO-173,"Ralls County",52.9,56,0.0,52.9
MO-175,"Randolph County",53.8,95,0.9,52.9
MO-177,"Ray County",53.2,60,0.1,53.1
MO-179,"Reynolds County",55.6,90,0.8,54.8
MO-181,"Ripley County",58.1,92,1.0,57.1
MO-183,"St. Charles County",55.4,87,0.8,54.6
MO-185,"St. Clair County",55.9,56,-0.1,56
MO-186,"Ste. Genevieve County",56.1,93,1.0,55.1
MO-187,"St. Francois County",55.4,92,0.8,54.6
MO-189,"St. Louis County",56.0,88,0.8,55.2
MO-195,"Saline County",54.0,73,0.2,53.8
MO-197,"Schuyler County",50.6,53,-0.2,50.8
MO-199,"Scotland County",50.6,44,-0.5,51.1
MO-201,"Scott County",58.5,99,1.2,57.3
MO-203,"Shannon County",56.7,105,1.5,55.2
MO-205,"Shelby County",51.9,50,-0.2,52.1
MO-207,"Stoddard County",58.6,86,0.7,57.9
MO-209,"Stone County",57.1,90,0.8,56.3
MO-211,"Sullivan County",50.9,40,-0.7,51.6
MO-213,"Taney County",57.4,95,0.9,56.5
MO-215,"Texas County",55.9,92,0.9,55
MO-217,"Vernon County",55.8,41,-0.7,56.5
MO-219,"Warren County",55.0,98,1.2,53.8
MO-221,"Washington County",55.1,91,0.8,54.3
MO-223,"Wayne County",56.9,81,0.6,56.3
MO-225,"Webster County",55.5,94,1.0,54.5
MO-227,"Worth County",50.5,65,0.0,50.5
MO-229,"Wright County",55.7,91,0.9,54.8
MO-510,"St. Louis City",56.2,85,0.7,55.5
MT-001,"Beaverhead County",36.8,55,0.0,36.8
MT-003,"Big Horn County",42.6,24,-1.4,44
MT-005,"Blaine County",39.5,25,-1.7,41.2
MT-007,"Broadwater County",40.5,26,-1.2,41.7
MT-009,"Carbon County",40.5,31,-0.9,41.4
MT-011,"Carter County",41.2,20,-1.6,42.8
MT-013,"Cascade County",39.8,12,-2.4,42.2
MT-015,"Chouteau County",40.2,13,-2.6,42.8
MT-017,"Custer County",42.4,26,-1.6,44
MT-019,"Daniels County",36.6,26,-1.5,38.1
MT-021,"Dawson County",40.4,26,-1.6,42
MT-023,"Deer Lodge County",37.2,75,0.4,36.8
MT-025,"Fallon County",40.7,23,-2.0,42.7
MT-027,"Fergus County",40.8,14,-2.1,42.9
MT-029,"Flathead County",38.9,56,0.1,38.8
MT-031,"Gallatin County",37.8,32,-0.8,38.6
MT-033,"Garfield County",41.1,24,-1.8,42.9
MT-035,"Glacier County",37.3,37,-0.7,38
MT-037,"Golden Valley County",40.9,7,-2.6,43.5
MT-039,"Granite County",38.2,67,0.3,37.9
MT-041,"Hill County",38.3,20,-2.0,40.3
